date,cost,final_price,gross_pnl,gross_pnl_percent,ticker,direction,max_loss,contracts,fees,net_pnl,net_capital
2023-08-30 00:00:00-04:00,1.5,0.0,1.5,100.0,I:SPX,1,3.5,1,0.04,1.46,832.9999999999995
2023-08-31 00:00:00-04:00,1.1599999999999997,1.3499999999999999,-0.19000000000000017,-16.38,I:SPX,1,3.8400000000000003,1,0.04,-0.23000000000000018,809.9999999999995
2023-09-01 00:00:00-04:00,1.25,0.45,0.8,64.0,I:SPX,1,3.75,1,0.04,0.76,885.9999999999995
2023-09-05 00:00:00-04:00,1.5000000000000004,0.0,1.5000000000000004,100.0,I:SPX,1,3.4999999999999996,1,0.04,1.4600000000000004,1031.9999999999995
2023-09-06 00:00:00-04:00,1.1099999999999999,0.0,1.1099999999999999,100.0,I:SPX,1,3.89,1,0.04,1.0699999999999998,1138.9999999999995
2023-09-07 00:00:00-04:00,1.1899999999999995,0.0,1.1899999999999995,100.0,I:SPX,1,3.8100000000000005,1,0.04,1.1499999999999995,1253.9999999999995
2023-09-08 00:00:00-04:00,0.9500000000000002,0.0,0.9500000000000002,100.0,I:SPX,1,4.05,1,0.04,0.9100000000000001,1344.9999999999995
2023-09-11 00:00:00-04:00,1.0,0.0,1.0,100.0,I:SPX,1,4.0,1,0.04,0.96,1440.9999999999995
2023-09-12 00:00:00-04:00,1.0299999999999998,2.35,-1.3200000000000003,-128.16,I:SPX,1,3.97,1,0.04,-1.3600000000000003,1304.9999999999995
2023-09-13 00:00:00-04:00,0.98,0.0,0.98,100.0,I:SPX,1,4.02,1,0.04,0.94,1398.9999999999995
2023-09-14 00:00:00-04:00,1.08,0.0,1.08,100.0,I:SPX,1,3.92,1,0.04,1.04,1502.9999999999995
2023-09-15 00:00:00-04:00,1.25,4.700000000000003,-3.450000000000003,-276.0,I:SPX,1,3.75,1,0.04,-3.490000000000003,1153.9999999999993
2023-09-18 00:00:00-04:00,1.3000000000000003,0.0,1.3000000000000003,100.0,I:SPX,0,3.6999999999999997,1,0.04,1.2600000000000002,1279.9999999999993
2023-09-19 00:00:00-04:00,0.9299999999999999,0.0,0.9299999999999999,100.0,I:SPX,0,4.07,1,0.04,0.8899999999999999,1368.9999999999993
2023-09-20 00:00:00-04:00,1.4799999999999995,0.0,1.4799999999999995,100.0,I:SPX,0,3.5200000000000005,1,0.04,1.4399999999999995,1512.9999999999993
2023-09-21 00:00:00-04:00,1.0,0.0,1.0,100.0,I:SPX,0,4.0,1,0.04,0.96,1608.9999999999993
2023-09-22 00:00:00-04:00,1.12,0.0,1.12,100.0,I:SPX,0,3.88,1,0.04,1.08,1716.9999999999993
2023-09-25 00:00:00-04:00,1.5000000000000004,6.0,-3.4999999999999996,-300.0,I:SPX,0,3.4999999999999996,1,0.04,-3.5399999999999996,1362.9999999999993
2023-09-26 00:00:00-04:00,1.3900000000000006,0.0,1.3900000000000006,100.0,I:SPX,0,3.6099999999999994,1,0.04,1.3500000000000005,1497.9999999999993
2023-09-27 00:00:00-04:00,1.0100000000000002,0.0,1.0100000000000002,100.0,I:SPX,0,3.9899999999999998,1,0.04,0.9700000000000002,1594.9999999999993
2023-09-28 00:00:00-04:00,1.2000000000000002,3.21,-2.01,-167.5,I:SPX,0,3.8,1,0.04,-2.05,1389.9999999999993
2023-09-29 00:00:00-04:00,1.3000000000000003,0.0,1.3000000000000003,100.0,I:SPX,0,3.6999999999999997,1,0.04,1.2600000000000002,1515.9999999999993
2023-10-02 00:00:00-04:00,1.1999999999999997,0.0,1.1999999999999997,100.0,I:SPX,0,3.8000000000000003,1,0.04,1.1599999999999997,1631.9999999999993
2023-10-03 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,0,3.7,1,0.04,1.2599999999999998,1757.9999999999993
2023-10-04 00:00:00-04:00,1.4000000000000004,3.45,-2.05,-146.43,I:SPX,0,3.5999999999999996,1,0.04,-2.09,1548.9999999999993
2023-10-05 00:00:00-04:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,0,3.8,1,0.04,1.1600000000000001,1664.9999999999993
2023-10-06 00:00:00-04:00,1.3499999999999996,4.649999999999999,-3.299999999999999,-244.44,I:SPX,0,3.6500000000000004,1,0.04,-3.339999999999999,1330.9999999999995
2023-10-09 00:00:00-04:00,1.7000000000000002,5.010000000000002,-3.3,-194.71,I:SPX,0,3.3,1,0.04,-3.34,996.9999999999995
2023-10-10 00:00:00-04:00,1.1,0.05,1.05,95.45,I:SPX,0,3.9,1,0.04,1.01,1097.9999999999995
2023-10-11 00:00:00-04:00,1.08,0.0,1.08,100.0,I:SPX,1,3.92,1,0.04,1.04,1201.9999999999995
2023-10-12 00:00:00-04:00,1.2000000000000002,4.1000000000000005,-2.9000000000000004,-241.67,I:SPX,1,3.8,1,0.04,-2.9400000000000004,907.9999999999995
2023-10-13 00:00:00-04:00,1.2999999999999998,2.84,-1.54,-118.46,I:SPX,1,3.7,1,0.04,-1.58,749.9999999999995
2023-10-16 00:00:00-04:00,1.1600000000000001,0.0,1.1600000000000001,100.0,I:SPX,1,3.84,1,0.04,1.12,861.9999999999995
2023-10-17 00:00:00-04:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,1,3.8,1,0.04,1.1600000000000001,977.9999999999995
2023-10-18 00:00:00-04:00,1.2000000000000002,4.479999999999999,-3.2799999999999985,-273.33,I:SPX,1,3.8,1,0.04,-3.3199999999999985,645.9999999999998
2023-10-19 00:00:00-04:00,1.3899999999999997,6.76,-3.6100000000000003,-386.33,I:SPX,1,3.6100000000000003,1,0.04,-3.6500000000000004,280.9999999999997
2023-10-20 00:00:00-04:00,1.3999999999999995,0.0,1.3999999999999995,100.0,I:SPX,0,3.6000000000000005,1,0.04,1.3599999999999994,416.99999999999966
2023-10-23 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,0,3.7,1,0.04,1.2599999999999998,542.9999999999997
2023-10-24 00:00:00-04:00,1.7000000000000002,0.0,1.7000000000000002,100.0,I:SPX,0,3.3,1,0.04,1.6600000000000001,708.9999999999997
2023-10-25 00:00:00-04:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,0,3.8,1,0.04,1.1600000000000001,824.9999999999997
2023-10-26 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,0,3.7,1,0.04,1.2599999999999998,950.9999999999997
2023-10-27 00:00:00-04:00,1.3999999999999995,0.0,1.3999999999999995,100.0,I:SPX,0,3.6000000000000005,1,0.04,1.3599999999999994,1086.9999999999995
2023-10-30 00:00:00-04:00,1.6100000000000003,0.0,1.6100000000000003,100.0,I:SPX,0,3.3899999999999997,1,0.04,1.5700000000000003,1243.9999999999995
2023-10-31 00:00:00-04:00,1.1999999999999993,3.6999999999999993,-2.5,-208.33,I:SPX,0,3.8000000000000007,1,0.04,-2.54,989.9999999999995
2023-11-01 00:00:00-04:00,1.2000000000000002,4.450000000000001,-3.250000000000001,-270.83,I:SPX,0,3.8,1,0.04,-3.290000000000001,660.9999999999994
2023-11-02 00:00:00-04:00,1.4,5.279999999999999,-3.6,-277.14,I:SPX,0,3.6,1,0.04,-3.64,296.99999999999943
2023-11-03 00:00:00-04:00,0.7999999999999998,0.0,0.7999999999999998,100.0,I:SPX,1,4.2,1,0.04,0.7599999999999998,372.99999999999943
2023-11-06 00:00:00-05:00,1.0999999999999996,0.0,1.0999999999999996,100.0,I:SPX,1,3.9000000000000004,1,0.04,1.0599999999999996,478.9999999999994
2023-11-07 00:00:00-05:00,1.19,0.0,1.19,100.0,I:SPX,1,3.81,1,0.04,1.15,593.9999999999993
2023-11-08 00:00:00-05:00,1.3000000000000003,0.0,1.3000000000000003,100.0,I:SPX,1,3.6999999999999997,1,0.04,1.2600000000000002,719.9999999999993
2023-11-09 00:00:00-05:00,1.0499999999999998,5.5,-3.95,-423.81,I:SPX,1,3.95,1,0.04,-3.99,320.9999999999993
2023-11-10 00:00:00-05:00,1.1,0.0,1.1,100.0,I:SPX,1,3.9,1,0.04,1.06,426.9999999999993
2023-11-13 00:00:00-05:00,1.0699999999999998,0.0,1.0699999999999998,100.0,I:SPX,1,3.93,1,0.04,1.0299999999999998,529.9999999999993
2023-11-14 00:00:00-05:00,1.3999999999999995,0.0,1.3999999999999995,100.0,I:SPX,1,3.6000000000000005,1,0.04,1.3599999999999994,665.9999999999993
2023-11-15 00:00:00-05:00,1.0099999999999998,0.0,1.0099999999999998,100.0,I:SPX,1,3.99,1,0.04,0.9699999999999998,762.9999999999993
2023-11-16 00:00:00-05:00,1.1,0.0,1.1,100.0,I:SPX,1,3.9,1,0.04,1.06,868.9999999999993
2023-11-17 00:00:00-05:00,1.5000000000000004,0.0,1.5000000000000004,100.0,I:SPX,1,3.4999999999999996,1,0.04,1.4600000000000004,1014.9999999999993
2023-11-20 00:00:00-05:00,0.7500000000000002,0.0,0.7500000000000002,100.0,I:SPX,1,4.25,1,0.04,0.7100000000000002,1085.9999999999993
2023-11-21 00:00:00-05:00,1.1099999999999999,0.0,1.1099999999999999,100.0,I:SPX,1,3.89,1,0.04,1.0699999999999998,1192.9999999999993
2023-11-22 00:00:00-05:00,0.8799999999999999,0.0,0.8799999999999999,100.0,I:SPX,1,4.12,1,0.04,0.8399999999999999,1276.9999999999993
2023-11-24 00:00:00-05:00,0.5700000000000001,0.0,0.5700000000000001,100.0,I:SPX,1,4.43,1,0.04,0.53,1329.9999999999993
2023-11-27 00:00:00-05:00,0.75,0.0,0.75,100.0,I:SPX,1,4.25,1,0.04,0.71,1400.9999999999993
2023-11-28 00:00:00-05:00,1.25,0.0,1.25,100.0,I:SPX,1,3.75,1,0.04,1.21,1521.9999999999993
2023-11-29 00:00:00-05:00,1.0,6.949999999999999,-4.0,-595.0,I:SPX,1,4.0,1,0.04,-4.04,1117.9999999999993
2023-11-30 00:00:00-05:00,1.0900000000000003,0.0,1.0900000000000003,100.0,I:SPX,1,3.9099999999999997,1,0.04,1.0500000000000003,1222.9999999999993
2023-12-01 00:00:00-05:00,1.0,0.0,1.0,100.0,I:SPX,1,4.0,1,0.04,0.96,1318.9999999999993
2023-12-04 00:00:00-05:00,0.9500000000000002,0.0,0.9500000000000002,100.0,I:SPX,1,4.05,1,0.04,0.9100000000000001,1409.9999999999993
2023-12-05 00:00:00-05:00,1.1,0.0,1.1,100.0,I:SPX,1,3.9,1,0.04,1.06,1515.9999999999993
2023-12-06 00:00:00-05:00,1.25,6.689999999999998,-3.75,-435.2,I:SPX,1,3.75,1,0.04,-3.79,1136.9999999999993
2023-12-07 00:00:00-05:00,0.8999999999999999,0.0,0.8999999999999999,100.0,I:SPX,1,4.1,1,0.04,0.8599999999999999,1222.9999999999993
2023-12-08 00:00:00-05:00,1.1199999999999997,0.0,1.1199999999999997,100.0,I:SPX,1,3.8800000000000003,1,0.04,1.0799999999999996,1330.9999999999993
2023-12-11 00:00:00-05:00,0.7999999999999998,0.0,0.7999999999999998,100.0,I:SPX,1,4.2,1,0.04,0.7599999999999998,1406.9999999999993
2023-12-12 00:00:00-05:00,0.9000000000000004,0.0,0.9000000000000004,100.0,I:SPX,1,4.1,1,0.04,0.8600000000000003,1492.9999999999993
2023-12-13 00:00:00-05:00,1.1499999999999995,0.0,1.1499999999999995,100.0,I:SPX,1,3.8500000000000005,1,0.04,1.1099999999999994,1603.9999999999993
2023-12-14 00:00:00-05:00,1.3000000000000003,0.0,1.3000000000000003,100.0,I:SPX,1,3.6999999999999997,1,0.04,1.2600000000000002,1729.9999999999993
2023-12-15 00:00:00-05:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,1,3.8,1,0.04,1.1600000000000001,1845.9999999999993
2023-12-18 00:00:00-05:00,0.9300000000000002,0.0,0.9300000000000002,100.0,I:SPX,1,4.07,1,0.04,0.8900000000000001,1934.9999999999993
2023-12-19 00:00:00-05:00,0.9500000000000002,0.0,0.9500000000000002,100.0,I:SPX,1,4.05,1,0.04,0.9100000000000001,2025.9999999999993
2023-12-20 00:00:00-05:00,1.0500000000000003,4.490000000000002,-3.4400000000000017,-327.62,I:SPX,1,3.9499999999999997,1,0.04,-3.4800000000000018,1677.999999999999
2023-12-21 00:00:00-05:00,1.5,0.0,1.5,100.0,I:SPX,1,3.5,1,0.04,1.46,1823.999999999999
2023-12-22 00:00:00-05:00,0.9300000000000002,0.0,0.9300000000000002,100.0,I:SPX,1,4.07,1,0.04,0.8900000000000001,1912.999999999999
2023-12-26 00:00:00-05:00,1.2499999999999996,0.0,1.2499999999999996,100.0,I:SPX,1,3.7500000000000004,1,0.04,1.2099999999999995,2033.999999999999
2023-12-27 00:00:00-05:00,0.9500000000000002,0.0,0.9500000000000002,100.0,I:SPX,1,4.05,1,0.04,0.9100000000000001,2124.999999999999
2023-12-28 00:00:00-05:00,0.7799999999999998,0.0,0.7799999999999998,100.0,I:SPX,1,4.220000000000001,1,0.04,0.7399999999999998,2198.999999999999
2023-12-29 00:00:00-05:00,0.9200000000000004,0.05,0.8700000000000003,94.57,I:SPX,1,4.08,1,0.04,0.8300000000000003,2281.999999999999
2024-01-02 00:00:00-05:00,1.1,0.0,1.1,100.0,I:SPX,1,3.9,1,0.04,1.06,2387.999999999999
2024-01-03 00:00:00-05:00,1.2000000000000002,0.45,0.7500000000000002,62.5,I:SPX,1,3.8,1,0.04,0.7100000000000002,2458.999999999999
2024-01-04 00:00:00-05:00,1.0,1.05,-0.050000000000000044,-5.0,I:SPX,1,4.0,1,0.04,-0.09000000000000005,2449.999999999999
2024-01-05 00:00:00-05:00,1.0899999999999999,0.0,1.0899999999999999,100.0,I:SPX,0,3.91,1,0.04,1.0499999999999998,2554.999999999999
2024-01-08 00:00:00-05:00,0.9200000000000002,6.810000000000002,-4.08,-640.22,I:SPX,0,4.08,1,0.04,-4.12,2142.999999999999
2024-01-09 00:00:00-05:00,1.1999999999999997,0.0,1.1999999999999997,100.0,I:SPX,1,3.8000000000000003,1,0.04,1.1599999999999997,2258.999999999999
2024-01-10 00:00:00-05:00,1.2399999999999998,0.0,1.2399999999999998,100.0,I:SPX,1,3.7600000000000002,1,0.04,1.1999999999999997,2378.999999999999
2024-01-11 00:00:00-05:00,1.5,0.15000000000000002,1.35,90.0,I:SPX,1,3.5,1,0.04,1.31,2509.999999999999
2024-01-12 00:00:00-05:00,0.98,0.0,0.98,100.0,I:SPX,1,4.02,1,0.04,0.94,2603.999999999999
2024-01-16 00:00:00-05:00,1.2699999999999996,0.0,1.2699999999999996,100.0,I:SPX,1,3.7300000000000004,1,0.04,1.2299999999999995,2726.999999999999
2024-01-17 00:00:00-05:00,0.8999999999999999,0.0,0.8999999999999999,100.0,I:SPX,1,4.1,1,0.04,0.8599999999999999,2812.999999999999
2024-01-18 00:00:00-05:00,1.0,5.3,-4.0,-430.0,I:SPX,0,4.0,1,0.04,-4.04,2408.999999999999
2024-01-19 00:00:00-05:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,1,3.8,1,0.04,1.1600000000000001,2524.999999999999
2024-01-22 00:00:00-05:00,1.3999999999999995,0.0,1.3999999999999995,100.0,I:SPX,1,3.6000000000000005,1,0.04,1.3599999999999994,2660.999999999999
2024-01-23 00:00:00-05:00,1.1400000000000001,0.0,1.1400000000000001,100.0,I:SPX,1,3.86,1,0.04,1.1,2770.999999999999
2024-01-24 00:00:00-05:00,0.8499999999999999,4.45,-3.6000000000000005,-423.53,I:SPX,1,4.15,1,0.04,-3.6400000000000006,2406.999999999999
2024-01-25 00:00:00-05:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,1,3.7,1,0.04,1.2599999999999998,2532.999999999999
2024-01-26 00:00:00-05:00,1.25,0.0,1.25,100.0,I:SPX,1,3.75,1,0.04,1.21,2653.999999999999
2024-01-29 00:00:00-05:00,1.1300000000000003,0.0,1.1300000000000003,100.0,I:SPX,1,3.8699999999999997,1,0.04,1.0900000000000003,2762.999999999999
