date,cost,final_price,gross_pnl,gross_pnl_percent,ticker,direction,max_loss,contracts,fees,net_pnl,net_capital
2023-05-02 00:00:00-04:00,1.2000000000000002,3.259999999999998,-2.059999999999998,-171.67,I:SPX,1,3.8,1,0.04,-2.099999999999998,-209.99999999999977
2023-05-03 00:00:00-04:00,1.5099999999999998,0.0,1.5099999999999998,100.0,I:SPX,0,3.49,1,0.04,1.4699999999999998,-62.9999999999998
2023-05-04 00:00:00-04:00,1.42,0.0,1.42,100.0,I:SPX,0,3.58,1,0.04,1.38,75.0000000000002
2023-05-05 00:00:00-04:00,1.0999999999999996,7.0,-3.9000000000000004,-536.36,I:SPX,0,3.9000000000000004,1,0.04,-3.9400000000000004,-318.9999999999999
2023-05-08 00:00:00-04:00,0.8200000000000003,0.0,0.8200000000000003,100.0,I:SPX,1,4.18,1,0.04,0.7800000000000002,-240.99999999999986
2023-05-09 00:00:00-04:00,0.9999999999999996,0.0,0.9999999999999996,100.0,I:SPX,1,4.0,1,0.04,0.9599999999999995,-144.9999999999999
2023-05-10 00:00:00-04:00,1.1,0.0,1.1,100.0,I:SPX,0,3.9,1,0.04,1.06,-38.999999999999886
2023-05-11 00:00:00-04:00,0.9000000000000004,0.0,0.9000000000000004,100.0,I:SPX,1,4.1,1,0.04,0.8600000000000003,47.00000000000014
2023-05-12 00:00:00-04:00,0.9499999999999997,0.45,0.4999999999999997,52.63,I:SPX,1,4.050000000000001,1,0.04,0.45999999999999974,93.00000000000011
2023-05-15 00:00:00-04:00,0.8999999999999999,0.0,0.8999999999999999,100.0,I:SPX,1,4.1,1,0.04,0.8599999999999999,179.0000000000001
2023-05-16 00:00:00-04:00,1.1,4.5,-3.4,-309.09,I:SPX,1,3.9,1,0.04,-3.44,-164.9999999999999
2023-05-17 00:00:00-04:00,0.94,5.01,-4.0600000000000005,-432.98,I:SPX,0,4.0600000000000005,1,0.04,-4.1000000000000005,-575.0
2023-05-18 00:00:00-04:00,1.0099999999999998,0.0,1.0099999999999998,100.0,I:SPX,1,3.99,1,0.04,0.9699999999999998,-478.0
2023-05-19 00:00:00-04:00,0.9000000000000004,0.0,0.9000000000000004,100.0,I:SPX,1,4.1,1,0.04,0.8600000000000003,-392.0
2023-05-22 00:00:00-04:00,1.0500000000000003,0.0,1.0500000000000003,100.0,I:SPX,1,3.9499999999999997,1,0.04,1.0100000000000002,-291.0
2023-05-23 00:00:00-04:00,1.2000000000000002,5.949999999999999,-3.8,-395.83,I:SPX,1,3.8,1,0.04,-3.84,-675.0
2023-05-24 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,1,3.7,1,0.04,1.2599999999999998,-549.0
2023-05-25 00:00:00-04:00,1.15,0.0,1.15,100.0,I:SPX,0,3.85,1,0.04,1.1099999999999999,-438.0
2023-05-26 00:00:00-04:00,1.3000000000000007,0.0,1.3000000000000007,100.0,I:SPX,1,3.6999999999999993,1,0.04,1.2600000000000007,-311.99999999999994
2023-05-30 00:00:00-04:00,1.2000000000000002,4.2,-3.0,-250.0,I:SPX,1,3.8,1,0.04,-3.04,-616.0
2023-05-31 00:00:00-04:00,1.0999999999999996,0.0,1.0999999999999996,100.0,I:SPX,1,3.9000000000000004,1,0.04,1.0599999999999996,-510.00000000000006
2023-06-01 00:00:00-04:00,0.96,0.0,0.96,100.0,I:SPX,1,4.04,1,0.04,0.9199999999999999,-418.00000000000006
2023-06-02 00:00:00-04:00,1.29,0.0,1.29,100.0,I:SPX,1,3.71,1,0.04,1.25,-293.00000000000006
2023-06-05 00:00:00-04:00,0.8999999999999999,0.86,0.039999999999999925,4.44,I:SPX,1,4.1,1,0.04,-7.632783294297951e-17,-293.00000000000006
2023-06-06 00:00:00-04:00,1.25,0.0,1.25,100.0,I:SPX,1,3.75,1,0.04,1.21,-172.00000000000006
2023-06-07 00:00:00-04:00,1.1199999999999997,4.7,-3.5800000000000005,-319.64,I:SPX,1,3.8800000000000003,1,0.04,-3.6200000000000006,-534.0000000000001
2023-06-08 00:00:00-04:00,1.0,0.0,1.0,100.0,I:SPX,1,4.0,1,0.04,0.96,-438.0000000000001
2023-06-09 00:00:00-04:00,1.1,0.0,1.1,100.0,I:SPX,1,3.9,1,0.04,1.06,-332.0000000000001
2023-06-12 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,1,3.7,1,0.04,1.2599999999999998,-206.00000000000014
2023-06-13 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,1,3.7,1,0.04,1.2599999999999998,-80.00000000000017
2023-06-14 00:00:00-04:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,1,3.8,1,0.04,1.1600000000000001,35.999999999999844
2023-06-15 00:00:00-04:00,1.06,0.0,1.06,100.0,I:SPX,1,3.94,1,0.04,1.02,137.99999999999983
2023-06-16 00:00:00-04:00,1.1500000000000004,4.4,-3.25,-282.61,I:SPX,1,3.8499999999999996,1,0.04,-3.29,-191.00000000000017
2023-06-20 00:00:00-04:00,0.8500000000000001,0.0,0.8500000000000001,100.0,I:SPX,1,4.15,1,0.04,0.81,-110.00000000000017
2023-06-21 00:00:00-04:00,1.2399999999999998,0.0,1.2399999999999998,100.0,I:SPX,1,3.7600000000000002,1,0.04,1.1999999999999997,9.999999999999801
2023-06-22 00:00:00-04:00,0.9500000000000002,0.0,0.9500000000000002,100.0,I:SPX,1,4.05,1,0.04,0.9100000000000001,100.99999999999982
2023-06-23 00:00:00-04:00,1.0,0.0,1.0,100.0,I:SPX,1,4.0,1,0.04,0.96,196.99999999999983
2023-07-03 00:00:00-04:00,0.58,0.0,0.58,100.0,I:SPX,1,4.42,1,0.04,0.5399999999999999,250.99999999999983
2023-07-05 00:00:00-04:00,0.8200000000000001,0.0,0.8200000000000001,100.0,I:SPX,1,4.18,1,0.04,0.78,328.99999999999983
2023-07-06 00:00:00-04:00,1.0999999999999996,0.0,1.0999999999999996,100.0,I:SPX,1,3.9000000000000004,1,0.04,1.0599999999999996,434.9999999999998
2023-07-07 00:00:00-04:00,1.1499999999999995,0.0,1.1499999999999995,100.0,I:SPX,1,3.8500000000000005,1,0.04,1.1099999999999994,545.9999999999998
2023-07-10 00:00:00-04:00,1.0,0.0,1.0,100.0,I:SPX,1,4.0,1,0.04,0.96,641.9999999999998
2023-07-11 00:00:00-04:00,1.23,0.0,1.23,100.0,I:SPX,1,3.77,1,0.04,1.19,760.9999999999998
2023-07-12 00:00:00-04:00,0.8999999999999995,0.0,0.8999999999999995,100.0,I:SPX,1,4.1000000000000005,1,0.04,0.8599999999999994,846.9999999999998
2023-07-13 00:00:00-04:00,1.19,0.0,1.19,100.0,I:SPX,1,3.81,1,0.04,1.15,961.9999999999998
2023-07-14 00:00:00-04:00,1.2200000000000002,2.94,-1.7199999999999998,-140.98,I:SPX,1,3.78,1,0.04,-1.7599999999999998,785.9999999999998
2023-07-17 00:00:00-04:00,0.8900000000000001,0.0,0.8900000000000001,100.0,I:SPX,1,4.109999999999999,1,0.04,0.8500000000000001,870.9999999999998
2023-07-18 00:00:00-04:00,1.35,0.0,1.35,100.0,I:SPX,1,3.65,1,0.04,1.31,1001.9999999999998
2023-07-19 00:00:00-04:00,0.8499999999999999,0.0,0.8499999999999999,100.0,I:SPX,1,4.15,1,0.04,0.8099999999999998,1082.9999999999998
2023-07-20 00:00:00-04:00,1.15,5.049999999999999,-3.85,-339.13,I:SPX,1,3.85,1,0.04,-3.89,693.9999999999998
2023-07-21 00:00:00-04:00,1.0,3.75,-2.75,-275.0,I:SPX,1,4.0,1,0.04,-2.79,414.9999999999998
2023-07-24 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,1,3.7,1,0.04,1.2599999999999998,540.9999999999998
2023-07-25 00:00:00-04:00,1.0299999999999998,0.0,1.0299999999999998,100.0,I:SPX,1,3.97,1,0.04,0.9899999999999998,639.9999999999998
2023-07-26 00:00:00-04:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,1,3.8,1,0.04,1.1600000000000001,755.9999999999998
2023-07-27 00:00:00-04:00,1.0,5.109999999999999,-4.0,-411.0,I:SPX,1,4.0,1,0.04,-4.04,351.9999999999998
2023-07-28 00:00:00-04:00,1.17,0.0,1.17,100.0,I:SPX,1,3.83,1,0.04,1.13,464.9999999999998
2023-07-31 00:00:00-04:00,1.3499999999999996,0.0,1.3499999999999996,100.0,I:SPX,1,3.6500000000000004,1,0.04,1.3099999999999996,595.9999999999998
2023-08-01 00:00:00-04:00,0.9299999999999997,0.0,0.9299999999999997,100.0,I:SPX,1,4.07,1,0.04,0.8899999999999997,684.9999999999998
2023-08-02 00:00:00-04:00,1.0999999999999996,3.55,-2.45,-222.73,I:SPX,1,3.9000000000000004,1,0.04,-2.49,435.9999999999998
2023-08-03 00:00:00-04:00,1.3000000000000003,0.0,1.3000000000000003,100.0,I:SPX,0,3.6999999999999997,1,0.04,1.2600000000000002,561.9999999999998
2023-08-04 00:00:00-04:00,1.0499999999999998,0.0,1.0499999999999998,100.0,I:SPX,0,3.95,1,0.04,1.0099999999999998,662.9999999999998
2023-08-07 00:00:00-04:00,1.1300000000000003,0.0,1.1300000000000003,100.0,I:SPX,0,3.8699999999999997,1,0.04,1.0900000000000003,771.9999999999998
2023-08-08 00:00:00-04:00,0.9500000000000002,0.0,0.9500000000000002,100.0,I:SPX,0,4.05,1,0.04,0.9100000000000001,862.9999999999998
2023-08-09 00:00:00-04:00,0.9799999999999998,0.0,0.9799999999999998,100.0,I:SPX,0,4.0200000000000005,1,0.04,0.9399999999999997,956.9999999999998
2023-08-10 00:00:00-04:00,1.1999999999999997,0.0,1.1999999999999997,100.0,I:SPX,0,3.8000000000000003,1,0.04,1.1599999999999997,1072.9999999999998
2023-08-11 00:00:00-04:00,1.54,0.0,1.54,100.0,I:SPX,0,3.46,1,0.04,1.5,1222.9999999999998
2023-08-14 00:00:00-04:00,0.9500000000000002,5.1,-4.05,-436.84,I:SPX,0,4.05,1,0.04,-4.09,813.9999999999998
2023-08-15 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,0,3.7,1,0.04,1.2599999999999998,939.9999999999998
2023-08-16 00:00:00-04:00,1.3999999999999995,0.0,1.3999999999999995,100.0,I:SPX,0,3.6000000000000005,1,0.04,1.3599999999999994,1075.9999999999998
2023-08-17 00:00:00-04:00,1.1,0.0,1.1,100.0,I:SPX,0,3.9,1,0.04,1.06,1181.9999999999998
2023-08-18 00:00:00-04:00,1.5199999999999996,4.8500000000000005,-3.330000000000001,-219.08,I:SPX,0,3.4800000000000004,1,0.04,-3.370000000000001,844.9999999999997
2023-08-21 00:00:00-04:00,1.3000000000000003,0.0,1.3000000000000003,100.0,I:SPX,0,3.6999999999999997,1,0.04,1.2600000000000002,970.9999999999997
2023-08-22 00:00:00-04:00,1.2999999999999998,0.0,1.2999999999999998,100.0,I:SPX,0,3.7,1,0.04,1.2599999999999998,1096.9999999999995
2023-08-23 00:00:00-04:00,1.25,6.190000000000001,-3.75,-395.2,I:SPX,0,3.75,1,0.04,-3.79,717.9999999999995
2023-08-24 00:00:00-04:00,1.2000000000000002,0.0,1.2000000000000002,100.0,I:SPX,0,3.8,1,0.04,1.1600000000000001,833.9999999999995
2023-08-25 00:00:00-04:00,1.5,0.0,1.5,100.0,I:SPX,0,3.5,1,0.04,1.46,979.9999999999995
2023-08-28 00:00:00-04:00,0.9000000000000001,0.0,0.9000000000000001,100.0,I:SPX,0,4.1,1,0.04,0.8600000000000001,1065.9999999999995
2023-08-29 00:00:00-04:00,1.25,6.75,-3.75,-440.0,I:SPX,0,3.75,1,0.04,-3.79,686.9999999999995
